can_smiles,IC50_nM
Cc1nsc2nc(Nc3cnn(C4CCOCC4)c3)nc(N[C@H]3CC[C@H](N4CCOCC4=O)CC3)c12,363.0
Cc1nsc2nc(Nc3cnn(C4CCOCC4)c3)nc(N[C@H]3CC[C@H](N4C[C@H]5C[C@@H]4CN5C(C)C)CC3)c12,231.0
Cc1nsc2nc(Nc3cnn(C4CCOCC4)c3)nc(N[C@H]3CC[C@H](N4C[C@H]5C[C@@H]4CN5C)CC3)c12,278.0
Cc1nsc2nc(Nc3cnn(C4CCOCC4)c3)nc(O[C@H]3CC[C@H](N4CCOCC4)CC3)c12,89.5
Cc1nsc2nc(Nc3cnn(C4COC4)c3)nc(N[C@H]3CC[C@H](N4CCOCC4)CC3)c12,21.3
Cc1nsc2nc(Nc3cnn(CC(=O)O)c3)nc(N[C@H]3CC[C@H](N4CCOCC4)CC3)c12,357.0
Cc1nsc2nc(Nc3cnn(CCO)c3)nc(N[C@H]3CC[C@H](N4CCOCC4)CC3)c12,45.9
Cc1nsc2nc(Nc3cnn(C[C@@H]4COCCO4)c3)nc(N[C@H]3CC[C@H](N4CCOCC4)CC3)c12,20.5
Cc1nsc2nc(Nc3cnn(C[C@H]4COCCO4)c3)nc(N[C@H]3CC[C@H](N4CCOCC4)CC3)c12,30.3
Cc1nsc2nc(Nc3cnn([C@H]4CCOC4)c3)nc(N[C@H]3CC[C@H](N4CCOCC4)CC3)c12,9.9
Cc1oc(-c2cnc(Nc3ccc4ncsc4c3)cc2NC(C)C)nc1NC(=O)OC(C)(C)C,875.0
Cc1oncc1C(=O)N1CCN([C@H]2C[C@@H](C(=O)Nc3nc4ccc(-c5cnc(CO[C@H]6CCC[C@@H]6O)nc5)cc4s3)C2)[C@@H](C)C1,1.6
Cc1sc(-c2cnc(Nc3ccc4ncsc4c3)cc2NC(C)C)nc1C(=O)NCCCN1CCCCC1,2.7
Cc1sc(C(=O)N[C@@H]2[C@H](N)CCCC2(F)F)cc1-c1cnn2cc(Cl)cnc12,3000.0
Cc1sc2ncnc(N[C@H]3CC[C@H](N(C)C)CC3)c2c1C,1500.0
Cl.Cn1cc(NC(=O)c2coc(-c3ccnc(NCC(F)(F)F)c3)n2)c(C(N)=O)n1,0.24
Cl.NC(=O)c1nn(-c2cccnc2)cc1NC(=O)c1coc(-c2ccnc(NCC(F)(F)F)c2)n1,0.36
Cl.[2H]C([2H])(c1cc(Nc2nc(C)cn3c(-c4cn[nH]c4)cnc23)sn1)N1CCC(F)(F)C1,640.0
Clc1cc2ncn(-c3cccc(NC4CCNCC4)n3)c2cc1Cl,166.0
Clc1ccc2c(c1)ncn2-c1cccc(NC2CCNCC2)n1,112.0
Clc1ccc2ncc(-c3cccc(NC4CCCNC4)n3)n2c1,9.0
Clc1ccc2ncc(-c3cccc(NC4CCNC4)n3)n2c1,1.0
Clc1ccc2ncc(-c3cccc(NC4CCNCC4)n3)n2c1,1.0
Clc1ccc2ncc(-c3cccc(NC4CNC4)n3)n2c1,6.0
Clc1ccc2ncn(-c3cccc(NC4CCNCC4)n3)c2c1,3.0
Clc1ccc2ncnc(N[C@H]3CC[C@H](N4CCOCC4)CC3)c2c1,6.0
Clc1cncc(-c2ccc3ncnc(N[C@H]4CC[C@H](N5CCOCC5)CC4)c3c2)c1,11.0
Clc1nc(NCc2ccccn2)c2c(-c3ccccc3)cccc2n1,18690.0
Cn1c(=O)n(C2CCC(=O)NC2=O)c2cccc(CCCOCCOCCNC(=O)[C@H]3CC[C@H](n4cc(NC(=O)c5coc(-c6ccnc(NCC7CC7)c6)n5)c(C(F)F)n4)CC3)c21,300.0
Cn1c(N2CCOCC2)nc2cc(N3CCC(CO)CC3)c(NC(=O)c3cnn4cccnc34)cc21,97.0
Cn1c(NC(=O)c2cccc(Cn3nc(-c4cccnc4)ccc3=O)c2)nc2ccccc21,3000.0
Cn1cc(-c2ccc(Nc3cc(-n4ncc5cc(C#N)cnc54)ncc3C(=O)NC[C@@H](F)C(C)(C)O)cc2)cn1,2.2
Cn1cc(-c2ccc3ncc(-c4cccc(NC5CCNCC5)n4)n3c2)cn1,7.0
Cn1cc(-c2ccc3ncnc(N[C@H]4CC[C@H](N5CCOCC5)CC4)c3c2)c(CO)n1,261.0
Cn1cc(-c2ccc3ncnc(N[C@H]4CC[C@H](N5CCOCC5)CC4)c3c2)cn1,39.0
Cn1cc(-c2cccc(-c3cc(C(F)(F)F)c(-c4cnn(C5CCOCC5)c4)cn3)c2)cn1,3000.0
Cn1cc(-c2cccc(-c3ccc(-c4cnn(C5CCNCC5)c4)cn3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ccc(-c4cnn(C5CCNCC5)c4)cn3)n2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4ccn(C)n4)c(NC4CC(F)C4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4ccn(C)n4)c(NC4CC(O)C4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4ccn(C)n4)c(NC4CC4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4ccn(C)n4)c(NC4CC5(CC(N)C5)C4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4ccn(C)n4)c(NC4CCC(=O)NC4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4ccn(C)n4)c(NC4CCC4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4ccn(C)n4)c(NC4CCC5CNCC54)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4ccn(C)n4)c(NC4CCCC4)n3)c2)cn1,3000.0
Cn1cc(-c2cccc(-c3ncc(-c4ccn(C)n4)c(NC4CCCCNC4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4ccn(C)n4)c(NC4CCOC4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4ccn(C)n4)c(NCC4(O)CCNCC4(C)C)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4ccn(C)n4)c(NCC4CC(F)(F)C4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4ccn(C)n4)c(NCC4CCCC(O)C4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4ccn(C)n4)c(NCC4CCCNC4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4ccn(C)n4)c(NCC4CCNC(=O)C4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4ccn(C)n4)c(NCC4CCNC4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4ccn(C)n4)c(NCC4CNCCO4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4ccn(C)n4)c(NCCCC(C)(C)O)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4ccn(C)n4)c(NCCCN4CCCC4=O)n3)c2)cn1,3000.0
Cn1cc(-c2cccc(-c3ncc(-c4ccn(C)n4)c(NCCCN4CCOC4=O)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4ccn(C)n4)c(NCCCO)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4ccn(C)n4)c(NCCN4CCCC4=O)n3)c2)cn1,3000.0
Cn1cc(-c2cccc(-c3ncc(-c4ccn(C)n4)c(NCCN4CCOCC4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4ccn(C)n4)c(NCCN4CCS(=O)(=O)CC4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4ccn(C)n4)c(NCCO)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4ccn(C)n4)c(NC[C@@H](O)CO)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4ccn(C)n4)c(NC[C@H](O)CO)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4ccn(C)n4)c(NC[C@H]4CCNC4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4ccn(C)n4)c(NC[C@H]4CCNC[C@H]4O)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4ccn(C)n4)c(N[C@@H]4CC[C@H](N)C4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4ccn(C)n4)c(N[C@H]4CCNC4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4ccn(C)n4)c(N[C@H]4C[C@@H](N)C4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4ccn(C)n4)c(N[C@H]4C[C@@H](S(C)(=O)=O)C4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4ccn(C)n4)c(OCC4CCCCO4)n3)c2)cn1,3000.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(N4CC(O)C4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(N4CC5CNCC5C4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(N4CCC(CCO)C4)n3)c2)cn1,3000.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(N4CCC(CN)C4)n3)c2)cn1,3000.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(N4CCC(CO)C4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(N4CCC(N)CC4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(N4CCC(NS(C)(=O)=O)CC4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(N4CCC(O)C4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(N4CCCC(CN)C4)n3)c2)cn1,3000.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(N4CCC[C@H]4CO)n3)c2)cn1,3000.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(N4CCNCC4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(N4CC[C@@H](N)C4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(N4CC[C@@H](NS(C)(=O)=O)C4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(N4C[C@H](N)CC(F)(F)C4)n3)c2)cn1,3000.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(NC4CC(F)(F)C4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(NC4CC(F)C4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(NC4CC4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(NC4CC5CCC4N5)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(NC4CCC4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(NC4CCC5CNCC54)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(NC4CCCCN(S(C)(=O)=O)C4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(NC4CCOC4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(NCC(N)=O)n3)c2)cn1,3000.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(NCC4(C)CCC4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(NCC4(F)CCN(S(C)(=O)=O)CC4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(NCC4(F)CCNCC4)n3)c2)cn1,3000.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(NCC4(O)CCN(S(C)(=O)=O)CC4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(NCC4(O)CCNCC4(C)C)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(NCC4(O)CCNCC4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(NCC4CC(F)(F)C4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(NCC4CCCC4N)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(NCC4CCCC4NS(C)(=O)=O)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(NCC4CCCNC4)n3)c2)cn1,3000.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(NCC4CCNC(=O)C4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(NCC4CCNC4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(NCC4CCNCC4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(NCC4CCNCC4F)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(NCC4CCOCC4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(NCC4CNCCO4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(NCC4[C@H]5CN(S(C)(=O)=O)C[C@@H]45)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(NCC4[C@H]5CNC[C@@H]45)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(NCCC4CCCCN4)n3)c2)cn1,3000.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(NCCC4CCCCN4S(C)(=O)=O)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(NCCC4CCN(S(C)(=O)=O)C4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(NCCC4CCNC4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(NCCCC(C)(C)O)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(NCCCCN)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(NCCCN)n3)c2)cn1,3000.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(NCCCN4CCCC4=O)n3)c2)cn1,3000.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(NCCCN4CCOC4=O)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(NCCCN4CCOCC4)n3)c2)cn1,3000.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(NCCCO)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(NCCCS(C)(=N)=O)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(NCCN)n3)c2)cn1,3000.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(NCCN4CCC(O)CC4)n3)c2)cn1,3000.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(NCCN4CCCC4=O)n3)c2)cn1,3000.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(NCCN4CCNC4=O)n3)c2)cn1,3000.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(NCCN4CCOC4=O)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(NCCN4CCOCC4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(NC[C@@H]4CCC(=O)N4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(NC[C@H](O)CO)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(NC[C@H]4CCNC4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(NC[C@H]4CCNC[C@H]4O)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(NCc4ccncc4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(N[C@@H]4CNC[C@@H](F)C4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(N[C@H]4CCC(=O)NC4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(N[C@H]4CCNC4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(N[C@H]4CC[C@@H](C(=O)O)CC4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(N[C@H]4CC[C@@H](N5CCOCC5)CC4)n3)c2)cn1,3000.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(N[C@H]4C[C@@H](N)C4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(N[C@H]4C[C@@H](O)C4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(N[C@H]4C[C@@H](S(C)(=O)=O)C4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(N[C@H]4C[C@H](CNS(C)(=O)=O)C4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(N[C@H]4C[C@H](N)C4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(N[C@H]4C[C@H](O)C4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(OCC4(C)COC4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(OCC4COC4)n3)c2)cn1,550.0
Cn1cc(-c2cccc(-c3ncc(-c4nnc(C(=O)N5CC[C@@H](O)C5)s4)c(NC4CCCNC4)n3)c2)cn1,3000.0
Cn1cc(-c2cccc(C(=O)Nc3cc4cn(CC(=O)N5CCN(C(=O)C6CC6)CC5)nc4cc3F)n2)cn1,25.0
Cn1cc(-c2cccc(C(=O)Nc3cc4cn(CC(=O)N5CCN(C(=O)c6ccccc6)CC5)nc4cc3F)n2)cn1,11.0
Cn1cc(-c2cccc(C(=O)Nc3cc4oc(N5CCOCC5)nc4nc3N3CCCCC3)n2)cn1,11.0
Cn1cc(-c2cccc(C(=O)Nc3ccc4nn(CC(=O)N5CCC(C(C)(C)O)CC5)cc4c3)n2)cn1,142.0
Cn1cc(-c2cccc(C(=O)Nc3ccc4nn(CC(=O)N5CCC(N6CCCC6)CC5)cc4c3)n2)cn1,27.0
Cn1cc(-c2cccc(C(=O)Nc3ccc4nn(CC(=O)N5CCN(C(=O)c6ccccc6)CC5)cc4c3)n2)cn1,37.0
Cn1cc(-c2cccc(C(=O)Nc3ccc4nn(CC(=O)N5CCN(CC(F)(F)F)CC5)cc4c3)n2)cn1,616.0
Cn1cc(-c2cccc(C(=O)Nc3ccc4nn(CC(=O)N5CCN(CC6CC6)CC5)cc4c3)n2)cn1,99.0
Cn1cc(-c2cccc(C(=O)Nc3ccccc3Cl)n2)cn1,710.0
Cn1cc(-c2cccc(C(=O)Nc3cn(C)nc3C(N)=O)n2)cn1,32.0
Cn1cc(-c2cn3c(-c4cccc(NC5CCNC5)n4)cnc3cc2CO)cn1,0.808
Cn1cc(-c2cnc3c(-c4csc(C(=O)NCC(F)(F)F)c4)cnn3c2)cn1,64.0
Cn1cc(-c2cnc3c(-c4csc(C(=O)N[C@@H]5CCCC[C@@H]5N)c4)cnn3c2)cn1,23.0
Cn1cc(-c2nc(C(=O)Nc3cc4cn(CC(=O)N5CCN(C(=O)C6CC6)CC5)nc4cc3F)ccc2F)cn1,88.0
Cn1cc(-c2nc(C(=O)Nc3cc4cn(CC(=O)N5CCN(C(=O)c6ccccc6)CC5)nc4cc3F)ccc2F)cn1,18.0
Cn1cc(-c2nc(C(=O)Nc3ccc4nn(CC(=O)N5CCN(C(=O)c6ccccc6)CC5)cc4c3)ccc2F)cn1,93.0
Cn1cc(-c2nc(C(=O)Nc3cn(C4CCOCC4)nc3C(N)=O)co2)ccc1=O,32.0
Cn1cc(-n2ccc3nc(Nc4cc(C(=O)N5CCCCC5)cs4)nc(O[C@@H]4CCOC4)c32)cn1,550.0
Cn1cc(-n2ccc3nc(Nc4cc(C(=O)NC5CCCCC5)cs4)nc(O[C@@H]4CCOC4)c32)cn1,550.0
Cn1cc(-n2ccc3nc(Nc4cc(C(=O)NCc5cccs5)cs4)nc(O[C@@H]4CCOC4)c32)cn1,550.0
Cn1cc(-n2ccc3nc(Nc4cc5n(c4)CCNC5=O)nc(OC4CCOCC4)c32)cn1,550.0
Cn1cc(-n2ccc3nc(Nc4ccc(C#N)s4)nc(O[C@H]4CCOC4)c32)cn1,550.0
Cn1cc(-n2ccc3nc(Nc4ccc(C(=O)N5CCOCC5)cc4)nc(O[C@H]4CCOC4)c32)cn1,550.0
Cn1cc(-n2ccc3nc(Nc4ccc(N5CCCCC5)cc4)nc(O[C@H]4CCOC4)c32)cn1,550.0
Cn1cc(-n2ccc3nc(Nc4ccc5c(c4)CNC5=O)nc(O[C@H]4CCOC4)c32)cn1,550.0
Cn1cc(-n2ccc3nc(Nc4ccc5cn[nH]c5c4)nc(O[C@H]4CCOC4)c32)cn1,550.0
Cn1cc(-n2ccc3nc(Nc4ccc5ncsc5c4)nc(O[C@H]4CCOC4)c32)cn1,550.0
Cn1cc(-n2ccc3nc(Nc4ccccc4)nc(O[C@H]4CCOC4)c32)cn1,550.0
Cn1cc(-n2ccc3nc(Nc4cnn(-c5ccccc5)c4)nc(O[C@H]4CCOC4)c32)cn1,550.0
Cn1cc(-n2ccc3nc(Nc4cnn(C5CCCCC5)c4)nc(O[C@H]4CCOC4)c32)cn1,550.0
Cn1cc(-n2ccc3nc(Nc4cnoc4)nc(O[C@H]4CCOC4)c32)cn1,550.0
Cn1cc(-n2ccc3nc(Nc4csc(C#N)c4)nc(O[C@H]4CCOC4)c32)cn1,550.0
Cn1cc(-n2ccc3nc(Nc4csc5ccccc45)nc(O[C@H]4CCOC4)c32)cn1,5500.0
Cn1cc(CN2CCN(C(=O)Cn3cc4cc(NC(=O)c5cccc(C(F)(F)F)n5)ccc4n3)CC2)cn1,352.0
Cn1cc(CNC(=O)c2cnc(-c3ccc4cc(C#N)cnn34)cc2NC23CCC(O)(CC2)CC3)cn1,2.0
Cn1cc(CNc2cc(-c3ccc4cc(C#N)cnn34)ncc2C(=O)NC[C@@H](F)C(C)(C)O)cn1,6.0
Cn1cc(N2CCN(c3nc(N[C@@H]4CCCNC4)c(-c4nc5ccccc5s4)c(=O)[nH]3)CC2)cn1,20.0
Cn1cc(NC(=O)c2ccc3ccc(N4C5CCC4CNC5)nn23)c(C(F)(F)F)n1.O=C(O)C(F)(F)F,2.0
Cn1cc(NC(=O)c2ccc3ccc(N4CC5CCC(C4)N5)nn23)c(C(F)(F)F)n1.O=C(O)C(F)(F)F,9.0
Cn1cc(NC(=O)c2ccc3ccc(N4CC5CCC(C4)N5)nn23)c(C(F)F)n1.O=C(O)C(F)(F)F,1.0
Cn1cc(NC(=O)c2ccc3ccc(N4CC5CCC4CN5)nn23)c(Br)n1.O=C(O)C(F)(F)F,24.0
Cn1cc(NC(=O)c2ccc3ccc(N4CC5CCC4CN5)nn23)c(C#N)n1.O=C(O)C(F)(F)F,25.0
Cn1cc(NC(=O)c2ccc3ccc(N4CC5CCC4CN5)nn23)c(C(F)(F)F)n1,19.0
Cn1cc(NC(=O)c2ccc3ccc(N4CC5CCC4CN5)nn23)c(C(F)F)n1.O=C(O)C(F)(F)F,4.0
Cn1cc(NC(=O)c2ccc3ccc(N4CC5CCC4CN5)nn23)c(Cl)n1.O=C(O)C(F)(F)F,28.0
Cn1cc(NC(=O)c2ccc3ccc(N4CCCNCC4)nn23)c(Br)n1.O=C(O)C(F)(F)F,32.0
Cn1cc(NC(=O)c2ccc3ccc(N4CCCNCC4)nn23)c(C#N)n1.O=C(O)C(F)(F)F,27.0
Cn1cc(NC(=O)c2ccc3ccc(N4CCCNCC4)nn23)c(C(F)(F)F)n1.O=C(O)C(F)(F)F,33.0
Cn1cc(NC(=O)c2ccc3ccc(N4CCCNCC4)nn23)c(C(F)F)n1.O=C(O)C(F)(F)F,2.0
Cn1cc(NC(=O)c2ccc3ccc(N4CCCNCC4)nn23)c(Cl)n1.O=C(O)C(F)(F)F,20.0
Cn1cc(NC(=O)c2ccc3ccc(N4CCC[C@@H](N)C4)nn23)c(C(F)(F)F)n1.O=C(O)C(F)(F)F,0.5
Cn1cc(NC(=O)c2ccc3ccc(N4CCC[C@@H](N)C4)nn23)c(C(F)F)n1.O=C(O)C(F)(F)F,0.5
Cn1cc(NC(=O)c2ccc3ccc(N4CCNCC4)nn23)c(C(F)F)n1.O=C(O)C(F)(F)F,2.0
Cn1cc(NC(=O)c2ccc3ccc(N4CCNCC5(CC5)C4)nn23)c(C(F)(F)F)n1.O=C(O)C(F)(F)F,27.0
Cn1cc(NC(=O)c2ccc3ccc(N4CCNCC5(CC5)C4)nn23)c(C(F)F)n1.O=C(O)C(F)(F)F,2.0
Cn1cc(NC(=O)c2ccc3ccc(N4C[C@@H]5CC[C@H]4CN5)nn23)c(Br)n1.O=C(O)C(F)(F)F,34.0
Cn1cc(NC(=O)c2ccc3ccc(N4C[C@@H]5CC[C@H]4CN5)nn23)c(C#N)n1.O=C(O)C(F)(F)F,25.0
Cn1cc(NC(=O)c2ccc3ccc(N4C[C@@H]5CC[C@H]4CN5)nn23)c(C(F)F)n1.O=C(O)C(F)(F)F,3.0
Cn1cc(NC(=O)c2ccc3ccc(N4C[C@@H]5CC[C@H]4CN5)nn23)c(Cl)n1.O=C(O)C(F)(F)F,45.0
Cn1cc(NC(=O)c2ccc3ccc(N4C[C@@H]5CNC[C@H]4C5)nn23)c(C(F)(F)F)n1,39.0
Cn1cc(NC(=O)c2ccc3ccc(N4C[C@@H]5CNC[C@H]4C5)nn23)c(C(F)F)n1,5.0
Cn1cc(NC(=O)c2ccc3ccc(N4C[C@@H]5CN[C@@H](C5)C4)nn23)c(C(F)(F)F)n1,85.0
Cn1cc(NC(=O)c2ccc3ccc(N4C[C@H]5CC[C@@H]4CN5)nn23)c(Br)n1.O=C(O)C(F)(F)F,22.0
Cn1cc(NC(=O)c2ccc3ccc(N4C[C@H]5CC[C@@H]4CN5)nn23)c(C#N)n1.O=C(O)C(F)(F)F,50.0
Cn1cc(NC(=O)c2ccc3ccc(N4C[C@H]5CC[C@@H]4CN5)nn23)c(C(F)F)n1.O=C(O)C(F)(F)F,2.0
